id,active,name,type_id/id,addition,phrase,notes
phrase.phrase_H413,1,H413,phrase.product_phrase_type_H,0,Kan langdurige schadelijke gevolgen voor in het water levende organismen hebben.,
phrase.phrase_K1,1,K1,phrase.product_phrase_type_X,0,Kankerverwekkend,Registreren
phrase.phrase_P101,1,P101,phrase.product_phrase_type_P,0,Bij het inwinnen van medisch advies, de verpakking of het etiket ter beschikking houden.,
phrase.phrase_P102,1,P102,phrase.product_phrase_type_P,0,Buiten het bereik van kinderen houden.,
phrase.phrase_P103,1,P103,phrase.product_phrase_type_P,0,Alvorens te gebruiken, het etiket lezen.,
phrase.phrase_P201,1,P201,phrase.product_phrase_type_P,0,Alvorens te gebruiken de speciale aanwijzingen raadplegen.,
phrase.phrase_P202,1,P202,phrase.product_phrase_type_P,0,Pas gebruiken nadat u alle veiligheidsvoorschriften gelezen en begrepen heeft,
phrase.phrase_P210,1,P210,phrase.product_phrase_type_P,0,Verwijderd houden van warmte/vonken/open vuur/hete oppervlakken. — Niet roken.,
phrase.phrase_P211,1,P211,phrase.product_phrase_type_P,0,Niet in een open vuur of op andere ontstekingsbronnen spuiten.,
phrase.phrase_P220,1,P220,phrase.product_phrase_type_P,0,Van kleding/…/brandbare stoffen verwijderd houden/bewaren.,
phrase.phrase_P221,1,P221,phrase.product_phrase_type_P,0,Vermenging met brandbare stoffen… absoluut vermijden.,
phrase.phrase_P222,1,P222,phrase.product_phrase_type_P,0,Contact met de lucht vermijden.,
phrase.phrase_P223,1,P223,phrase.product_phrase_type_P,0,Contact met water vermijden in verband met een heftige reactie en een mogelijke wolkbrand.,
phrase.phrase_P230,1,P230,phrase.product_phrase_type_P,0,Vochtig houden met…,
phrase.phrase_P231,1,P231,phrase.product_phrase_type_P,0,Onder inert gas werken.,
phrase.phrase_P231/232,1,P231/232,phrase.product_phrase_type_P,0,Onder inert gas werken. Tegen vocht beschermen.,
phrase.phrase_P232,1,P232,phrase.product_phrase_type_P,0,Tegen vocht beschermen.,
phrase.phrase_P233,1,P233,phrase.product_phrase_type_P,0,In goed gesloten verpakking bewaren.,
phrase.phrase_P234,1,P234,phrase.product_phrase_type_P,0,Uitsluitend in de oorspronkelijke verpakking bewaren.,
phrase.phrase_P235,1,P235,phrase.product_phrase_type_P,0,Koel bewaren.,
phrase.phrase_P235/410,1,P235/410,phrase.product_phrase_type_P,0,Koel bewaren. Tegen zonlicht beschermen.,
phrase.phrase_P240,1,P240,phrase.product_phrase_type_P,0,Opslag- en opvangreservoir aarden.,
phrase.phrase_P241,1,P241,phrase.product_phrase_type_P,0,Explosieveilige elektrische/ventilatie-/verlichtings-/…apparatuur gebruiken.,
phrase.phrase_P242,1,P242,phrase.product_phrase_type_P,0,Uitsluitend vonkvrij gereedschap gebruiken.,
phrase.phrase_P243,1,P243,phrase.product_phrase_type_P,0,Voorzorgsmaatregelen treffen tegen ontladingen van statische elektriciteit.,
phrase.phrase_P244,1,P244,phrase.product_phrase_type_P,0,Reduceerventielen vrij van olie en vet houden,
phrase.phrase_P250,1,P250,phrase.product_phrase_type_P,0,Malen/schokken/…/wrijving vermijden.,
phrase.phrase_P251,1,P251,phrase.product_phrase_type_P,0,Houder onder druk: ook na gebruik niet doorboren of verbranden.,
phrase.phrase_P260,1,P260,phrase.product_phrase_type_P,0,Stof/rook/gas/nevel/damp/spuitnevel niet inademen.,
phrase.phrase_P261,1,P261,phrase.product_phrase_type_P,0,Inademing van stof/rook/gas/nevel/damp/spuitnevel vermijden.,
phrase.phrase_P262,1,P262,phrase.product_phrase_type_P,0,Contact met de ogen, de huid of de kleding vermijden.,
phrase.phrase_P263,1,P263,phrase.product_phrase_type_P,0,Bij zwangerschap of borstvoeding aanraking vermijden.,
phrase.phrase_P264,1,P264,phrase.product_phrase_type_P,0,Na het werken met dit product … grondig wassen.,
phrase.phrase_P270,1,P270,phrase.product_phrase_type_P,0,Niet eten, drinken of roken tijdens het gebruik van dit product.,
phrase.phrase_P271,1,P271,phrase.product_phrase_type_P,0,Alleen buiten of in een goed geventileerde ruimte gebruiken.,
phrase.phrase_P272,1,P272,phrase.product_phrase_type_P,0,Verontreinigde werkkleding mag de werkruimte niet verlaten.,
phrase.phrase_P273,1,P273,phrase.product_phrase_type_P,0,Voorkom lozing in het milieu.,
phrase.phrase_P280,1,P280,phrase.product_phrase_type_P,0,Beschermende handschoenen/beschermende kleding/oogbescherming/gelaatsbescherming dragen.,
phrase.phrase_P281,1,P281,phrase.product_phrase_type_P,0,De nodige persoonlijke beschermingsuitrusting gebruiken.,
phrase.phrase_P282,1,P282,phrase.product_phrase_type_P,0,Koude-isolerende handschoenen/gelaatsbescherming/oogbescherming dragen.,
phrase.phrase_P283,1,P283,phrase.product_phrase_type_P,0,Vuur/vlambestendige/brandwerende kleding dragen.,
phrase.phrase_P284,1,P284,phrase.product_phrase_type_P,0,Adembescherming dragen.,
phrase.phrase_P285,1,P285,phrase.product_phrase_type_P,0,Bij ontoereikende ventilatie een geschikte adembescherming dragen.,
phrase.phrase_P301,1,P301,phrase.product_phrase_type_P,0,NA INSLIKKEN: ...,
phrase.phrase_P301/310,1,P301/310,phrase.product_phrase_type_P,0,NA INSLIKKEN: onmiddellijk een ANTIGIFCENTRUM of een arts raadplegen.,
phrase.phrase_P301/312,1,P301/312,phrase.product_phrase_type_P,0,NA INSLIKKEN: bij onwel voelen een ANTIGIFCENTRUM of een arts raadplegen.,
phrase.phrase_P301/330/331,1,P301/330/331,phrase.product_phrase_type_P,0,NA INSLIKKEN: de mond spoelen — GEEN braken opwekken.,
phrase.phrase_P302,1,P302,phrase.product_phrase_type_P,0,BIJ CONTACT MET DE HUID: ...,
phrase.phrase_P302/334,1,P302/334,phrase.product_phrase_type_P,0,BIJ CONTACT MET DE HUID: in koud water onderdompelen/nat verband aanbrengen,
phrase.phrase_P302/350,1,P302/350,phrase.product_phrase_type_P,0,BIJ CONTACT MET DE HUID: voorzichtig wassen met veel water en zeep.,
phrase.phrase_P302/352,1,P302/352,phrase.product_phrase_type_P,0,BIJ CONTACT MET DE HUID: met veel water en zeep wassen.,
phrase.phrase_P303,1,P303,phrase.product_phrase_type_P,0,BIJ CONTACT MET DE HUID (of het haar):...,
phrase.phrase_P303/361/353,1,P303/361/353,phrase.product_phrase_type_P,0,BIJ CONTACT MET DE HUID (of het haar): verontreinigde kleding onmiddellijk uittrekken - huid met water afspoelen/afdouchen.,
phrase.phrase_P304,1,P304,phrase.product_phrase_type_P,0,NA INADEMING: ...,
phrase.phrase_P304/340,1,P304/340,phrase.product_phrase_type_P,0,NA INADEMING: het slachtoffer in de frisse lucht brengen en laten rusten in een houding die het ademen vergemakkelijkt.,
phrase.phrase_P304/341,1,P304/341,phrase.product_phrase_type_P,0,NA INADEMING: bij ademhalingsmoeilijkheden het slachtoffer in de frisse lucht brengen en laten rusten in een houding die het ademen vergemakkelijkt.,
phrase.phrase_P305,1,P305,phrase.product_phrase_type_P,0,BIJ CONTACT MET DE OGEN: ...,
phrase.phrase_P305/351/338,1,P305/351/338,phrase.product_phrase_type_P,0,BIJ CONTACT MET DE OGEN: voorzichtig afspoelen met water gedurende een aantal minuten; contactlenzen verwijderen, indien mogelijk; blijven spoelen.,
phrase.phrase_P306,1,P306,phrase.product_phrase_type_P,0,NA MORSEN OP KLEDING: ...,
phrase.phrase_P306/360,1,P306/360,phrase.product_phrase_type_P,0,NA MORSEN OP KLEDING: verontreinigde kleding en huid onmiddellijk met veel water afspoelen en pas daarna kleding uittrekken.,
phrase.phrase_P307,1,P307,phrase.product_phrase_type_P,0,NA blootstelling: ...,
phrase.phrase_P307/310,1,P307/310,phrase.product_phrase_type_P,0,NA blootstelling: Onmiddelijk een ANTIGIFCENTRUM of een arts raadplegen.,
phrase.phrase_P307/311,1,P307/311,phrase.product_phrase_type_P,0,NA blootstelling: een ANTIGIFCENTRUM of een arts raadplegen.,
phrase.phrase_P308,1,P308,phrase.product_phrase_type_P,0,NA (mogelijke) blootstelling: ...,
phrase.phrase_P308/310,1,P308/310,phrase.product_phrase_type_P,0,NA (mogelijke) blootstelling: Onmiddelijk een ANTIGIFCENTRUM of een arts raadplegen.,
phrase.phrase_P308/313,1,P308/313,phrase.product_phrase_type_P,0,NA (mogelijke) blootstelling: een arts raadplegen.,
phrase.phrase_P309,1,P309,phrase.product_phrase_type_P,0,NA blootstelling of bij onwel voelen: ...,
phrase.phrase_P309/310,1,P309/310,phrase.product_phrase_type_P,0,NA blootstelling of bij onwel voelen: onmiddellijk een ANTIGIFCENTRUM of een arts raadplegen.,
phrase.phrase_P309/311,1,P309/311,phrase.product_phrase_type_P,0,NA blootstelling of bij onwel voelen: een ANTIGIFCENTRUM of een arts raadplegen.,
phrase.phrase_P310,1,P310,phrase.product_phrase_type_P,0,Onmiddellijk een ANTIGIFCENTRUM of een arts raadplegen.,
phrase.phrase_P311,1,P311,phrase.product_phrase_type_P,0,Een ANTIGIFCENTRUM of een arts raadplegen.,
phrase.phrase_P312,1,P312,phrase.product_phrase_type_P,0,Bij onwel voelen een ANTIGIFCENTRUM of een arts raadplegen.,
phrase.phrase_P313,1,P313,phrase.product_phrase_type_P,0,Een arts raadplegen.,
phrase.phrase_P314,1,P314,phrase.product_phrase_type_P,0,Bij onwel voelen een arts raadplegen.,
phrase.phrase_P315,1,P315,phrase.product_phrase_type_P,0,Onmiddellijk een arts raadplegen.,
phrase.phrase_P320,1,P320,phrase.product_phrase_type_P,0,Specifieke behandeling dringend vereist.... ,
phrase.phrase_P321,1,P321,phrase.product_phrase_type_P,0,Specifieke behandeling vereist ... ,
phrase.phrase_P322,1,P322,phrase.product_phrase_type_P,0,Specifieke maatregelen...,
phrase.phrase_P330,1,P330,phrase.product_phrase_type_P,0,De mond spoelen.,
phrase.phrase_P331,1,P331,phrase.product_phrase_type_P,0,GEEN braken opwekken.,
phrase.phrase_P332,1,P332,phrase.product_phrase_type_P,0,Bij huidirritatie: ...,
phrase.phrase_P332/313,1,P332/313,phrase.product_phrase_type_P,0,Bij huidirritatie: een arts raadplegen.,
phrase.phrase_P333,1,P333,phrase.product_phrase_type_P,0,Bij huidirritatie of uitslag: ...,
phrase.phrase_P333/313,1,P333/313,phrase.product_phrase_type_P,0,Bij huidirritatie of uitslag: een arts raadplegen.,
phrase.phrase_P334,1,P334,phrase.product_phrase_type_P,0,In koud water onderdompelen/nat verband aanbrengen.,
phrase.phrase_P335,1,P335,phrase.product_phrase_type_P,0,Losse deeltjes van de huid afvegen.,
phrase.phrase_P335/334,1,P335/334,phrase.product_phrase_type_P,0,Losse deeltjes van de huid afvegen. In koud water onderdompelen/nat verband aanbrengen.,
phrase.phrase_P336,1,P336,phrase.product_phrase_type_P,0,Bevroren lichaamsdelen met lauw water ontdooien. Niet wrijven op de betrokken plaatsen.,
phrase.phrase_P337,1,P337,phrase.product_phrase_type_P,0,Bij aanhoudende oogirritatie: ...,
phrase.phrase_P337/313,1,P337/313,phrase.product_phrase_type_P,0,Bij aanhoudende oogirritatie: een arts raadplegen.,
phrase.phrase_P338,1,P338,phrase.product_phrase_type_P,0,Contactlenzen verwijderen, indien mogelijk. Blijven spoelen.,
phrase.phrase_P340,1,P340,phrase.product_phrase_type_P,0,Het slachtoffer in de frisse lucht brengen en laten rusten in een houding die het ademen vergemakkelijkt.,
phrase.phrase_P341,1,P341,phrase.product_phrase_type_P,0,Bij ademhalingsmoeilijkheden het slachtoffer in de frisse lucht brengen en laten rusten in een houding die het ademen vergemakkelijkt.,
phrase.phrase_P342,1,P342,phrase.product_phrase_type_P,0,Bij ademhalingssymptomen: ...,
phrase.phrase_P342/311,1,P342/311,phrase.product_phrase_type_P,0,Bij ademhalingssymptomen: een ANTIGIFCENTRUM of een arts raadplegen.,
phrase.phrase_P350,1,P350,phrase.product_phrase_type_P,0,Voorzichtig wassen met veel water en zeep.,
phrase.phrase_P351,1,P351,phrase.product_phrase_type_P,0,Voorzichtig afspoelen met water gedurende een aantal minuten.,
phrase.phrase_P352,1,P352,phrase.product_phrase_type_P,0,Met veel water en zeep wassen.,
phrase.phrase_P353,1,P353,phrase.product_phrase_type_P,0,Huid met water afspoelen/afdouchen.,
phrase.phrase_P360,1,P360,phrase.product_phrase_type_P,0,Verontreinigde kleding en huid onmiddellijk met veel water afspoelen en pas daarna kleding uittrekken.,
phrase.phrase_P361,1,P361,phrase.product_phrase_type_P,0,Verontreinigde kleding onmiddellijk uittrekken.,
phrase.phrase_P362,1,P362,phrase.product_phrase_type_P,0,Verontreinigde kleding uittrekken en wassen alvorens deze opnieuw te gebruiken.,
phrase.phrase_P363,1,P363,phrase.product_phrase_type_P,0,Verontreinigde kleding wassen alvorens deze opnieuw te gebruiken.,
phrase.phrase_P370,1,P370,phrase.product_phrase_type_P,0,In geval van brand: ...,
phrase.phrase_P370/376,1,P370/376,phrase.product_phrase_type_P,0,In geval van brand: blussen met …,
phrase.phrase_P370/378,1,P370/378,phrase.product_phrase_type_P,0,In geval van brand: blussen met …,
phrase.phrase_P370/380,1,P370/380,phrase.product_phrase_type_P,0,In geval van brand: evacueren.,
phrase.phrase_P370/380/375,1,P370/380/375,phrase.product_phrase_type_P,0,In geval van brand: evacueren. Op afstand blussen omwille van ontploffingsgevaar.,
phrase.phrase_P371,1,P371,phrase.product_phrase_type_P,0,In geval van grote brand en grote hoeveelheden: ...,
phrase.phrase_P371/380/375,1,P371/380/375,phrase.product_phrase_type_P,0,In geval van grote brand en grote hoeveelheden: evacueren. Op afstand blussen omwille van ontploffingsgevaar.,
phrase.phrase_P372,1,P372,phrase.product_phrase_type_P,0,Ontploffingsgevaar in geval van brand.,
phrase.phrase_P373,1,P373,phrase.product_phrase_type_P,0,NIET blussen wanneer het vuur de ontplofbare stoffen bereikt.,
phrase.phrase_P374,1,P374,phrase.product_phrase_type_P,0,Met normale voorzorgen vanaf een redelijke afstand blussen.,
phrase.phrase_P375,1,P375,phrase.product_phrase_type_P,0,Op afstand blussen omwille van ontploffingsgevaar,
phrase.phrase_P376,1,P376,phrase.product_phrase_type_P,0,Het lek dichten als dat veilig gedaan kan worden.,
phrase.phrase_P377,1,P377,phrase.product_phrase_type_P,0,Brand door lekkend gas: niet blussen, tenzij het lek veilig gedicht kan worden.,
phrase.phrase_P378,1,P378,phrase.product_phrase_type_P,0,Blussen met …,
phrase.phrase_P380,1,P380,phrase.product_phrase_type_P,0,Evacueren.,
phrase.phrase_P381,1,P381,phrase.product_phrase_type_P,0,Alle ontstekingsbronnen wegnemen als dat veilig gedaan kan worden.,
phrase.phrase_P390,1,P390,phrase.product_phrase_type_P,0,Gelekte/gemorste stof opnemen om materiële schade te vermijden.,
phrase.phrase_P391,1,P391,phrase.product_phrase_type_P,0,Gelekte/gemorste stof opruimen.,
phrase.phrase_P401,1,P401,phrase.product_phrase_type_P,0,… bewaren.,
phrase.phrase_P402,1,P402,phrase.product_phrase_type_P,0,Op een droge plaats bewaren.,
phrase.phrase_P402/404,1,P402/404,phrase.product_phrase_type_P,0,Op een droge plaats bewaren. In gesloten verpakking bewaren.,
phrase.phrase_P403,1,P403,phrase.product_phrase_type_P,0,Op een goed geventileerde plaats bewaren.,
phrase.phrase_P403/233,1,P403/233,phrase.product_phrase_type_P,0,Op een goed geventileerde plaats bewaren. In goed gesloten verpakking bewaren.,
phrase.phrase_P403/235,1,P403/235,phrase.product_phrase_type_P,0,Op een goed geventileerde plaats bewaren. Koel bewaren.,
phrase.phrase_P404,1,P404,phrase.product_phrase_type_P,0,In gesloten verpakking bewaren.,
phrase.phrase_P405,1,P405,phrase.product_phrase_type_P,0,Achter slot bewaren.,
phrase.phrase_P406,1,P406,phrase.product_phrase_type_P,0,In corrosiebestendige/… houder met corrosiebestendige binnenbekleding bewaren.,
phrase.phrase_P407,1,P407,phrase.product_phrase_type_P,0,Ruimte laten tussen stapels/pallets.,
phrase.phrase_P410,1,P410,phrase.product_phrase_type_P,0,Tegen zonlicht beschermen.,
phrase.phrase_P410/403,1,P410/403,phrase.product_phrase_type_P,0,Tegen zonlicht beschermen. Op een goed geventileerde plaats bewaren.,
phrase.phrase_P410/412,1,P410/412,phrase.product_phrase_type_P,0,Tegen zonlicht beschermen. Niet blootstellen aan temperaturen boven 50 oC/122oF.,
phrase.phrase_P411,1,P411,phrase.product_phrase_type_P,0,Bij maximaal … oC/…oF bewaren.,
